Id,Injured,Dead,Keywords,Causes,Consequences
3140,0,0,"training inadequate, fire - consequence, refining",management,
3141,2,0,"operation inadequate, training inadequate, explosion, burns",management,
3142,0,0,permit to work system inadequate,management,
3143,0,0,permit to work system inadequate,management,
3144,0,0,"modification procedures inadequate, leak, fire - consequence, maintenance",management,
3145,29,9,leak,management,
3146,13,0,"grain, storage, maintenance, silo/hopper, dust explosion, design or procedure error, permit to work system inadequate, injury",management,
3147,0,0,"protective safety equipment, design or procedure error, spill, near miss, training inadequate",management,nearmiss
3148,0,0,"tube failure, reactors and reaction equipment, fire - consequence, training inadequate, processing, flow restriction",management,
3149,0,0,"testing, steam, operational activities, inspection, boiler, expanded thimble, near miss, modification procedures inadequate",management,nearmiss
3150,0,0,"damage to equipment, flow restriction, training inadequate, heating","management, process",
3151,0,0,"gas / vapour release, operation inadequate, training inadequate, permit to work system inadequate, maintenance, near miss, inspection",management,nearmiss
3152,0,0," maintenance, mixing, ball valve, operation inadequate, permit to work system inadequate, gas / vapour release, butane, gasoline",management,
3153,0,0,"modification procedures inadequate, near miss",management,nearmiss
3154,0,0,modification procedures inadequate,"management, process",
3155,1,0,"training inadequate, people, injury",management,
3156,2,0,"inspection, maintenance, distillation, operator error, identification inadequate, permit to work system inadequate, spill, burns, condensate",management,
3157,0,0,"transportation, spill, training inadequate, safety procedures inadequate, unloading",management,
3158,0,0,"maintenance, damage to equipment, driver error, competency lacking, training inadequate, design or procedure error",management,
3159,0,0,"fire - consequence, normal operations, modification procedures inadequate, reverse flow","management, process",
3160,400+,28,"fire - consequence, damage to equipment, vapour cloud explosion, management system inadequate, manning levels inadequate, design inadequate, fatality, fatality",management,
3161,0,0,"damage to equipment, control failure, operator error, modification procedures inadequate",management,
3162,0,1,"maintenance, valve, winch, leak, contractor error, permit to work system inadequate, fatality, fire - consequence",management,
3163,3,6,"safety procedures inadequate, training inadequate, maintenance",management,
3164,50,1,"derailment - consequence, training inadequate, external causes, vinyl chloride monomer (VCM)",management,transport
3165,1,0,"human causes, safety procedures inadequate, permit to work system inadequate, evaporation, blowout",management,
3166,30,2,"modification procedures inadequate, operation activities, reactors and reaction equipment",management,
3167,0,0,"tank, processing, overpressure, rupture, damage to equipment, inspection inadequate, operator error, training inadequate",management,
3168,1,0,"draining, gas / vapour release, poisoning, procedures inadequate, permit to work system inadequate, protective equipment inadequate, design or procedure error, refrigeration unit",management,
3169,0,0,"management system inadequate, permit to work system inadequate, labelling incorrect",management,
3170,0,0,"overheating, material transfer, modification procedures inadequate, heating",management,
3171,0,0,permit to work system inadequate,management,
3172,0,0,"maintenance, refining, permit to work system inadequate",management,
3173,1,1,"testing inadequate, permit to work system inadequate, burns, injury",management,
3174,0,0,"vapour cloud explosion, fire - consequence, permit to work system inadequate, maintenance",management,
3175,0,0,"spill, permit to work system inadequate",management,
3176,0,0,"hydrocarbon gas, modification, pump, design inadequate, modification procedures inadequate, damage to equipment",management,
3177,0,0,"normal operations, modification, level meter/control, vent, control valve, spill, fire - consequence, overflow, design inadequate, safety equipment failure, modification procedures inadequate, crude oil",management,
3178,0,0,"cracking, catalytic cracker, explosion, safety procedures inadequate, modification procedures inadequate",management,
3179,2,0,"sampling, LPG, blowout, near miss, competency lacking, safety procedures inadequate, training inadequate",management,nearmiss
3180,0,0,"propane, butane, separation, modification, separation equipment, blowout, fire - consequence, instrumentation failure, safety equipment failure, modification procedures inadequate, leak",management,
3181,0,0,,management,
3182,0,0,"hydrocarbon, inspection, cracking, modification, coupling, catalytic cracker, blowout, fire - consequence, joint failure, modification procedures inadequate, installation inadequate, inspection inadequate",management,
3183,0,0,"air, unknown chemicals, modification, loading, drums, rupture, overpressure, design inadequate, modification procedures inadequate",management,
3184,0,0,"hydrogen, non-return valve, gas liquid separation, filter, blowout, fire - consequence, modification procedures inadequate, safety equipment failure, reverse flow",management,
3185,0,0,"hydrogen cyanide, sulphides, separation, modification, absorption, damage to equipment, near miss, modification procedures inadequate, hydrogen blistering",management,nearmiss
3186,0,0,"storage tanks, fire - consequence, permit to work system inadequate",management,
3187,1,0,"burns, permit to work system inadequate, maintenance, unknown chemicals, injury",management,
3188,0,0,"demolition, milling, solids processing equipment, personal protective equipment, training inadequate, safety procedures inadequate, inadequate guarding, near miss",management,nearmiss
3189,0,0,"material transfer, training inadequate",management,
3190,0,0,"operation inadequate, design inadequate, explosion, reactors and reaction equipment, batch reaction, fire - consequence, training inadequate",management,
3191,0,0,"training inadequate, operator error, safety relief valve failure",management,
3192,1,0,"entry into confined space, training inadequate, breathing apparatus, asphyxiation",management,
3193,0,0,"manning levels inadequate, spill, unknown chemicals",management,
3194,1,0,training inadequate,management,
3195,0,0,"training inadequate, identification inadequate, laboratory work, damage to equipment, evacuation, gas / vapour release, protective safety equipment",management,
3196,2,0,"safety procedures inadequate, permit to work system inadequate",management,
3197,1,0,"entry into confined space, breathing apparatus, training inadequate, injury",management,
3198,0,0,"lack of earthing, modification procedures inadequate",management,nearmiss
3199,0,0,training inadequate,management,
3200,0,0,"training inadequate, entry into confined space, breathing apparatus",management,
3201,1,0,"lifting equipment, modification procedures inadequate, operational activities, injury",management,
3202,0,0,"fire - consequence, damage to equipment, leak, maintenance, permit to work system inadequate",management,
3203,0,0,"operator error, spill, training inadequate",management,
3204,0,1,"isolation inadequate, processing, modification procedures inadequate",management,
3205,0,0,"start-up, purification, modification procedures inadequate",management,
3206,0,0,"temperature meter/control, spill, training inadequate, instrumentation failure",management,
3207,53,0,"cracking equipment, design or procedure error, permit to work system inadequate, crude oil",management,
3208,0,0,"atmosphere not tested, near miss, permit to work system inadequate",management,nearmiss
3209,0,0,"overpressurisation, bursting disc failure, gas / vapour release",process,"environmental, plant"
3210,40+,0,"evacuation, gas / vapour release, injury, unidentified cause","process, unidentified","environmental, people"
3211,0,0,"evacuation, overheating",process,people
3212,0,0,"overpressurisation, processing",process,explosion
3213,21,0,"gas / vapour release, flameout, injury",process,"environmental, people"
3214,21,0,"gas / vapour release, flameout, people",process,environmental
3215,1,3,"overpressurisation, operation inadequate, fatality, maintenance, injury",process,"explosion, people"
3216,0,0,"fire - consequence, damage to equipment, operational activities, unidentified cause","process, unidentified","fire, plant"
3217,0,0,"gas / vapour release, explosion, fire - consequence",process,"environmental, explosion, fire, plant"
3218,35+,0,"fire - consequence, injury, unidentified cause","process, unidentified","explosion, fire, people"
3219,0,0,"spill, unidentified cause","process, unidentified","environmental, plant"
3220,1,0,"injury, unidentified cause","process, unidentified","explosion, fire"
3221,0,1,"material transfer, overpressurisation, fire - consequence, fatality, operation inadequate",process,fire
3222,0,0,"material transfer, fire - consequence",process,fire
3223,0,0,"fire - consequence, toxic gas, cyanide fumes",process,"explosion, fire"
3224,0,0,"gas / vapour release, backflow, product loss, overpressurisation, operational activities, pump, line",process,"environmental, plant"
3225,0,0,"fire - consequence, processing, reactors and reaction equipment,",process,
3226,0,0,"reactors and reaction equipment, processing",process,
3227,0,0,"spill, unidentified cause","process, unidentified",
3228,0,0,gas / vapour release,process,
3229,0,0,"overheating, fire - consequence, processing",process,
3230,16,5,processing,process,
3231,0,0,"spill, unidentified cause","process, unidentified",
3232,0,0,fire - consequence,process,
3233,50,0,"fire - consequence, processing",process,
3234,0,0,"overpressurisation, evacuation, spill",process,
3235,0,0,"cooling equipment, overflow, design or procedure error",process,
3236,0,0,unidentified cause,"process, unidentified",
3237,0,0,"unwanted chemical reaction, drums",process,
3238,-,0,"pollution, operation inadequate, overheating, reaction",process,
